text,Tag,sentiment
"পরিষেবা উন্নত হতে পারে কিন্তু সামগ্রিকভাবে এই জায়গাটি রেস্টুরেন্ট অভিজ্ঞতাতে সামান্য জিনিসগুলির গুরুত্ব (একের জন্য ভারী, কালো, এন্টিক-প্রতারক চায়ের) বোঝে।",positive,1
"পরিষেবা উন্নত হতে পারে কিন্তু সামগ্রিকভাবে এই জায়গাটি রেস্টুরেন্ট অভিজ্ঞতাতে সামান্য জিনিসগুলির গুরুত্ব (একের জন্য ভারী, কালো, এন্টিক-প্রতারক চায়ের) বোঝে।",negative,0
"আপনার ভাল বিলাসিতা আছে,  গ্রাহকদের টাকা পরিশোধে অক্ষম ।",neutral,2
"পিজাটি সুস্বাদু - তারা বেশিরভাগ পিজারিয়া এর জন্য সাধারণ, হিমায়িত, চোরযুক্ত পনিরের পরিবর্তে তাজা মোজজারিয়া ব্যবহার করে।",positive,1
"নিউ ইয়র্ক শহরের সেরা এক জায়গা, এটি একটি চমত্কার শিথিল জায়গা এখনের  খাদ্য ভাল  ।",positive,1
"নিউ ইয়র্ক শহরের সেরা এক জায়গা, এটি একটি চমত্কার শিথিল জায়গা এখনের  খাদ্য ভাল  ।",positive,1
"একটি সমস্যা ছিল না,সেবা বন্ধুত্বপূর্ণ, এবং একটি টেবিলের মধ্যে হাঁটা ",positive,1
দেখ এটা ,positive,1
"প্রথম বন্ধ, ওয়েট্রেস সম্পূর্ণভাবে অযৌক্তিক ছিল 2 বার আমরা তাকে দেখেছি (6 টেবিল সঙ্গে একটি রেস্টুরেন্ট মধ্যে অদ্ভুত) এবং আমাদের অর্ডার ভুল পেয়েছিলাম",negative,0
যান না,negative,0
খাবার তেজী তৈলাক্ত ও ছিল,negative,0
কিন্তু তারা কি,neutral,2
"সত্যিই ভাল খাদ্য,খাদ্য ভাল হিসাবে খুব সাশ্রয়ী মূল্যের হয়, ",positive,1
"সত্যিই ভাল খাদ্য,খাদ্য ভাল হিসাবে খুব সাশ্রয়ী মূল্যের হয়, ",positive,1
"দেখুন, আমি জানি না যে যারা পর্যালোচনাগুলি লিখেছেন তারা কখনোই একটি উপযুক্ত জায়গায় পৌছেছে (দয়া করে অন্য স্থানগুলিতে যান)।",neutral,2
সুয়ান এই আনুগত্য চ্যালেঞ্জ করেছে।,neutral,2
"আমাদের প্রিয় খাবার হল একটি ভাল বোতল ওয়াইন, একটি পিস্তো পিজা, ঘর সালাদ",positive,1
"আমি এখনে এ পর্যন্ত আসা এবং Kruno, পানীয় ম্যানেজার সেরা বার্টেন্ডার",positive,1
আমি  যা ভোগ করি তা হলো Ambiance এর সঙ্গীত ও কৌতুক ।,positive,1
"পরিষ্কারভাবে  সেরা শহরের মধ্যে খাদ্য, পানীয় এবং সেবা প্রয়োজন পরে",positive,1
"পরিষ্কারভাবে  সেরা শহরের মধ্যে খাদ্য, পানীয় এবং সেবা প্রয়োজন পরে",positive,1
